movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
2168,Dance with Me (1998),Drama|Romance,1998,17915,Dance with Me,1998-08-21,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.",126,"Drama, Music, Romance","Vanessa Williams, Chayanne, Kris Kristofferson, Joan Plowright, Jane Krakowski","dance, sports, dance competition, musical, beautiful woman, ballroom dancing, woman director, wistful, romantic, adoring, enchant, enthusiastic, exhilarated"
2169,Dead Man on Campus (1998),Comedy,1998,14557,Dead Man on Campus,1998-08-21,"Two college roommates venture out to identify a fellow student, who is most likely to commit suicide as it will help them pass the semester.",96,Comedy,"Tom Everett Scott, Mark-Paul Gosselaar, Poppy Montgomery, Lochlyn Munro, Alyson Hannigan","suicide, college, dark comedy, teen movie, drugs, fraternity house, pot, teen suicide, autopsy room"
2170,Wrongfully Accused (1998),Action|Comedy,1998,9417,Wrongfully Accused,1998-07-23,"Ryan Harrison, a violin god, superstar and sex symbol does not want to cheat on sexy Lauren Goodhue's husband with her. Mr. Goodhue is found murdered and Ryan suddenly finds himself being the main suspect. After being sentenced to death he manages to flee while being transferred to his execution site. Now, all the world is after him as he stumbles from one unfortunate incident to the next in order to prove himself innocent - by finding a mysterious one-eyed, one-armed, one-legged man...",87,"Action, Adventure, Comedy","Leslie Nielsen, Richard Crenna, Kelly LeBrock, Melinda McGraw, Aaron Pearl","death penalty, falsely accused, violin, attempt to escape, violinist, spoof"
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,1998,41469,Next Stop Wonderland,1998-08-21,"Dumped by her loser boyfriend, Erin's love life hits rock bottom when her overbearing mother places an embarrassing ad in the ""personals"" section of a local newspaper on her behalf. Erin's disgust turns to curiosity as she searches for the right guy in a hilarious series of disastrous dates. Meanwhile, a lonely ex-plumber named Alan clumsily searches for his dream job while narrowly missing one chance meeting with Erin after another.",96,"Comedy, Drama, Romance","Hope Davis, Alan Gelfant, Victor Argo, H. Jon Benjamin, Cara Buono","aquarium, boston, massachusetts, romcom, dating"
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,1998,,,,,,,,
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,1988,34637,The Navigator: A Medieval Odyssey,1988-12-15,"Cumberland, 1348. The plague is spreading in medieval England. The remote village of little Griffin is also threatened. But the 9-year-old boy has a recurring dream that holds the key to a tiny hope of survival: a lake with a coffin floating on it. A white church with an iron cross. A falling glove. A falling silhouette. A torch tumble through a dark shaft into infinity. With his brother he recognizes in it a prophecy to escape the Black Death. So they embark with a few men on a journey to a distant cathedral, where they want to set up an iron cross as an offering to God. Her path leads them through a deep and dark mine shaft into an unknown land and completely outlandish time - into the present-day New Zealand of the 1980s.",92,"Action, Adventure, Fantasy, Mystery","Bruce Lyons, Chris Haywood, Hamish McFarlane, Marshall Napier, Noel Appleby","new zealand, time travel, black death, plague, tunnel, medieval england, 14th century, prophetic dreams"
2174,Beetlejuice (1988),Comedy|Fantasy,1988,4011,Beetlejuice,1988-03-30,A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.,92,"Fantasy, Comedy","Alec Baldwin, Geena Davis, Winona Ryder, Catherine O'Hara, Jeffrey Jones","skeleton, afterlife, calypso, supernatural, arts, halloween, haunted house, minister, possession, giant snake, surrealism, child bride, teenage girl, gothic, death, madness, dead, ghost, property, mischievous, earnest, suburban gothic"
2175,Déjà Vu (1997),Drama|Romance,1997,161795,Déjà Vu,1998-04-22,"L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",117,"Romance, Drama","Stephen Dillane, Victoria Foyt, Vanessa Redgrave, Michael Brandon, Glynis Barber","love, american, pin, stranger, ruby"
2176,Rope (1948),Thriller,1948,1580,Rope,1948-02-01,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,81,"Thriller, Crime, Drama","James Stewart, John Dall, Farley Granger, Cedric Hardwicke, Constance Collier","philosophy, banquet, rope, strangle, based on play or musical, murder, dinner party, academia, intense, superiority, gay subtext"
2177,Family Plot (1976),Comedy|Thriller,1976,5854,Family Plot,1976-04-09,Spiritualist Blanche Tyler and her cab-driving boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,120,"Comedy, Crime, Thriller, Mystery","Barbara Harris, Bruce Dern, Karen Black, William Devane, Ed Lauter","fortune teller, kidnapping, detective, greed, investigation, fraud, fake identity, murder, heir, spiritualist, armed robbery"
2178,Frenzy (1972),Thriller,1972,573,Frenzy,1972-05-25,"London is terrorized by a vicious sex killer known as The Necktie Murderer. Following the brutal slaying of his ex-wife, down-on-his-luck Richard Blaney is suspected by the police of being the killer. He goes on the run, determined to prove his innocence.",116,"Crime, Thriller, Horror","Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey, Alec McCowen","london, england, rape, police, girlfriend, truck, murder, serial killer, pin, ex-wife, necktie, sack, potatoes, produce seller"
2179,Topaz (1969),Thriller,1969,2370,Topaz,1969-12-17,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",127,"Drama, Thriller","Frederick Stafford, Dany Robin, John Vernon, Karin Dor, Michel Piccoli","new york city, husband wife relationship, paris, france, based on novel or book, copenhagen, denmark, cold war, cuban revolution, cuban missile crisis, spy ring, 1960s, soviet defector, french spy"
2180,Torn Curtain (1966),Thriller,1966,5780,Torn Curtain,1966-07-15,"During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution—but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.",127,Thriller,"Paul Newman, Julie Andrews, Lila Kedrova, Hansjörg Felmy, Tamara Toumanova","cold war, east germany"
2181,Marnie (1964),Thriller,1964,506,Marnie,1964-07-17,"Marnie is a beautiful but emotionally withdrawn thief, stealing from employers before disappearing under new identities. When her new boss, Mark Rutland, discovers her secret, his fascination turns to obsession, and he blackmails her into marriage, convinced he can cure her. But as he probes deeper into Marnie’s fractured mind, long-buried fears and compulsions begin to surface.",130,"Thriller, Mystery, Romance","Tippi Hedren, Sean Connery, Diane Baker, Martin Gabel, Louise Latham","prostitute, rape, philadelphia, pennsylvania, sexual abuse, post-traumatic stress disorder (ptsd), chase, sexual frustration, clerk, horseback riding, suicide attempt, in love with enemy, blackmail, horse race, fetish, lie, women's sexual identity, new identity, kleptomania, baltimore, usa, horse, frigidity, honeymoon, riding accident, cruise, psychology, self-defense, fetishism, cowardliness, man saves troubled woman"
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1956,22527,The Wrong Man,1956-12-22,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",105,"Crime, Drama","Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone, Charles Cooper","new york city, robbery, based on novel or book, musician, falsely accused, innocence, black and white, insurance"
2183,"Man Who Knew Too Much, The (1956)",Thriller,1956,574,The Man Who Knew Too Much,1956-05-16,"An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped.",120,"Thriller, Mystery","James Stewart, Doris Day, Brenda De Banzie, Bernard Miles, Ralph Truman","london, england, assassination, espionage, spy, scotland yard, bus, paranoia, morocco, remake, conspiracy, whodunit, british spy, american, political intrigue , physician, frenchman, assassination attempt, cymbals, vistavision"
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,1955,11219,The Trouble with Harry,1955-10-03,"The trouble with Harry is that he’s dead. In a quiet Vermont village, a corpse creates unexpected chaos as several townspeople each believe they may be to blame.",99,"Comedy, Mystery","John Forsythe, Shirley MacLaine, Edmund Gwenn, Mildred Natwick, Mildred Dunnock","small town, based on novel or book, painting, black humor, dead body, whodunit, falling in love, corpse, hunting, vermont, autumn, murder mystery, exhumation, sudden death, vistavision"
2185,I Confess (1953),Thriller,1953,30159,I Confess,1953-02-13,"When a priest hears a murderer’s confession, he becomes bound by his vow of silence—even as circumstantial evidence turns suspicion toward him. Torn between faith and self-preservation, he faces public scandal and trial for a crime he cannot reveal the truth about.",95,"Drama, Thriller, Crime","Montgomery Clift, Anne Baxter, Karl Malden, Brian Aherne, O.E. Hasse","police, confession, blackmail, suspicion of murder, quebec, flashback, film noir, murder, caretaker, priest, lawyer, black and white, church, housekeeper, catholic, gardener, married woman, murder investigation, blackmailer, murder trial, crisis of conscience, innocent suspect, rectory, seal of confession"
2186,Strangers on a Train (1951),Film-Noir|Thriller,1951,845,Strangers on a Train,1951-06-27,A charming psychopath tries to coerce a tennis star into his theory that two strangers can commit the perfect crime by exchanging murders—each killing the other’s most-hated person.,101,"Crime, Thriller","Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll, Patricia Hitchcock","infidelity, island, based on novel or book, perfect crime, psychopath, obsession, detective, suspicion, theory, carousel , lighter, film noir, stalking, black and white, train, strangulation, double cross, amusement park, husband wife estrangement, chance meeting, cocktail party, fiancée, perfect murder, penn station, storm drain, tennis match, tennis pro, trains, murder swap"
2187,Stage Fright (1950),Mystery|Thriller,1950,1978,Stage Fright,1950-02-23,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high-society entertainer.,110,Thriller,"Jane Wyman, Marlene Dietrich, Michael Wilding, Richard Todd, Alastair Sim","london, england, based on novel or book, lover, black and white, maid, doll, extramarital affair, impersonation, london theater district, stage performance, accused of murder, shooting gallery, stage actress"
2188,54 (1998),Drama,1998,3682,54,1998-08-28,"Shane O'Shea, a Jersey boy with big dreams, crosses the river in hopes of finding another, more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar - and a front-row ticket to the most legendary party on the planet.",93,"Drama, Music","Ryan Phillippe, Mike Myers, Salma Hayek Pinault, Breckin Meyer, Neve Campbell","new york city, love triangle, 1970s, fbi, nightclub, bartender, celebrity, aspiring singer, money, busboy, drugs, disco, hedonism, club, tax evasion, party"
